filename,width,height,class,xmin,ymin,xmax,ymax
test_nagoya_game_a_00567.png,800,600,robot,0,112,33,249
6040.jpg,640,480,robot,345,94,500,464
1565609102879294707.jpg,640,480,robot,293,0,386,360
5113.jpg,640,480,robot,370,90,602,461
6844.jpg,640,480,robot,373,67,520,435
2131.jpg,640,480,robot,392,66,565,407
frame0742.png,640,360,robot,41,56,71,103
1474.jpg,640,480,robot,497,125,603,404
3410.jpg,640,480,robot,17,56,270,480
5400.jpg,640,480,robot,308,54,458,405
1565609114172010768.jpg,640,480,robot,306,0,399,370
1565608678043934245.jpg,640,480,robot,92,0,212,365
4518.jpg,640,480,robot,212,105,385,447
test_nagoya_game_d_00215.png,800,600,robot,96,109,196,311
test_nagoya_game_d_00249.png,800,600,robot,245,46,270,99
1565608545108606657.jpg,640,480,robot,3,40,147,370
1565609165178563171.jpg,640,480,robot,346,77,409,278
1565608753678513149.jpg,640,480,robot,228,38,357,370
1565609150175298079.jpg,640,480,robot,209,11,296,226
1565608784110940720.jpg,640,480,robot,583,4,638,402
test_nagoya_game_d_00036.png,800,600,robot,122,2,155,51
1565609221407864402.jpg,640,480,robot,311,113,496,480
frame0334.png,640,360,robot,455,67,509,178
test_nagoya_game_a_00588.png,800,600,robot,427,150,457,203
1565608494475785733.jpg,640,480,robot,507,0,626,426
1027.jpg,640,480,robot,322,40,624,441
1565608757577418586.jpg,640,480,robot,99,0,220,381
1565608688744118147.jpg,640,480,robot,496,13,620,344
1565609201707807257.jpg,640,480,robot,331,31,439,255
test_nagoya_game_d_00045.png,800,600,robot,128,52,155,105
test_nagoya_game_a_00294.png,800,600,robot,254,152,311,283
frame0732.png,640,360,robot,40,58,70,105
1565609162375819075.jpg,640,480,robot,341,95,431,307
test_nagoya_game_a_00658.png,800,600,robot,613,104,647,155
1565608678344126591.jpg,640,480,robot,112,16,224,384
3778.jpg,640,480,robot,45,49,242,424
8181.jpg,640,480,robot,400,0,543,342
test_nagoya_game_d_00413.png,800,600,robot,351,29,399,129
1565608601407950130.jpg,640,480,robot,41,41,190,369
1565609232787527973.jpg,640,480,robot,232,0,616,450
1565609143676806397.jpg,640,480,robot,147,201,236,400
1485.jpg,640,480,robot,487,96,607,404
2384.jpg,640,480,robot,358,157,472,427
1565608563009314827.jpg,640,480,robot,442,29,556,432
1565609297284055147.jpg,640,480,robot,173,40,266,348
test_nagoya_game_b_00111.png,800,600,robot,576,284,614,342
1565609160075662594.jpg,640,480,robot,355,100,448,297
1565608538440603365.jpg,640,480,robot,224,33,353,374
1407.jpg,640,480,robot,195,85,302,311
1565609119420483161.jpg,640,480,robot,305,0,401,374
1565608658310619050.jpg,640,480,robot,282,0,384,378
5910.jpg,640,480,robot,207,79,398,414
1565608675644134757.jpg,640,480,robot,0,6,97,390
1565608781077604397.jpg,640,480,robot,523,19,628,400
8144.jpg,640,480,robot,285,0,422,359
3147.jpg,640,480,robot,215,65,336,397
1565609174807383153.jpg,640,480,robot,524,93,596,285
test_nagoya_game_b_00294.png,800,600,robot,363,0,415,116
test_nagoya_game_a_00516.png,800,600,robot,523,0,549,27
4945.jpg,640,480,robot,491,53,640,480
1565608491707518739.jpg,640,480,robot,413,50,556,426
1565609137879709872.jpg,640,480,robot,326,132,421,323
test_nagoya_game_b_00155.png,800,600,robot,410,260,448,318
1565608763077520587.jpg,640,480,robot,2,4,58,379
test_nagoya_game_d_00435.png,800,600,robot,443,59,483,159
1565609121711511834.jpg,640,480,robot,238,0,347,223
test_nagoya_game_b_00223.png,800,600,robot,0,52,58,208
1565609190776202357.jpg,640,480,robot,531,89,632,289
1205.jpg,640,480,robot,250,34,315,215
0928.jpg,640,480,robot,282,66,581,478
1565608355243781700.jpg,640,480,robot,85,51,233,406
7898.jpg,640,480,robot,526,18,639,334
test_nagoya_game_d_00343.png,800,600,robot,109,195,151,291
1565608768544103806.jpg,640,480,robot,10,0,136,401
1565608345707869748.jpg,640,480,robot,227,33,357,425
test_nagoya_game_a_00427.png,800,600,robot,300,56,357,183
6004.jpg,640,480,robot,297,86,473,459
test_nagoya_game_a_00458.png,800,600,robot,646,0,691,114
test_nagoya_game_a_00089.png,800,600,robot,576,138,635,282
test_nagoya_game_a_00319.png,800,600,robot,439,250,467,299
1722.jpg,640,480,robot,602,13,636,233
test_nagoya_game_b_00031.png,800,600,robot,700,86,740,150
test_nagoya_game_c_00099.png,800,600,robot,401,0,487,125
6638.jpg,640,480,robot,287,86,488,454
1565609277767935365.jpg,640,480,robot,354,76,451,275
6119.jpg,640,480,robot,417,119,525,411
test_nagoya_game_a_00004.png,800,600,robot,416,20,484,162
6818.jpg,640,480,robot,376,48,527,447
1565609213375914371.jpg,640,480,robot,188,62,280,363
frame0798.png,640,360,robot,356,71,415,190
test_nagoya_game_b_00240.png,800,600,robot,0,0,82,148
1565609167539858037.jpg,640,480,robot,530,98,616,302
test_nagoya_game_b_00042.png,800,600,robot,336,84,400,236
1490.jpg,640,480,robot,49,108,250,469
frame0283.png,640,360,robot,354,94,378,134
1565608555475823332.jpg,640,480,robot,8,0,101,418
2248.jpg,640,480,robot,374,1,496,274
test_nagoya_game_a_00637.png,800,600,robot,128,30,193,163
1565609234039836888.jpg,640,480,robot,257,0,499,341
1565609125548065939.jpg,640,480,robot,152,6,237,228
1565608351176206363.jpg,640,480,robot,143,47,280,411
1565608604807510266.jpg,640,480,robot,3,0,77,407
1565609113503989706.jpg,640,480,robot,307,0,400,371
frame0525.png,640,360,robot,114,67,140,113
1164.jpg,640,480,robot,133,25,345,366
6626.jpg,640,480,robot,286,96,489,452
frame0469.png,640,360,robot,64,53,95,112
2919.jpg,640,480,robot,198,35,327,423
1565609108048131235.jpg,640,480,robot,294,0,392,352
1565609203275328151.jpg,640,480,robot,430,61,536,295
1565608616444345860.jpg,640,480,robot,157,28,297,365
9467.jpg,640,480,robot,394,4,569,312
2441.jpg,640,480,robot,321,209,431,472
1565609227435977960.jpg,640,480,robot,110,0,419,420
test_nagoya_game_a_00537.png,800,600,robot,328,34,381,180
test_nagoya_game_a_00665.png,800,600,robot,254,66,327,195
test_nagoya_game_c_00082.png,800,600,robot,391,0,479,115
6974.jpg,640,480,robot,207,92,362,478
1565609254955282944.jpg,640,480,robot,198,81,377,480
4482.jpg,640,480,robot,195,67,390,424
1242.jpg,640,480,robot,183,137,302,357
frame0265.png,640,360,robot,558,67,597,151
frame0563.png,640,360,robot,86,72,119,116
0738.jpg,640,480,robot,267,69,515,480
1565608471775326458.jpg,640,480,robot,5,28,135,381
1565608366008042206.jpg,640,480,robot,5,21,77,442
1565608597781082702.jpg,640,480,robot,184,36,328,356
5420.jpg,640,480,robot,301,48,460,425
1642.jpg,640,480,robot,357,112,485,399
3691.jpg,640,480,robot,235,71,389,411
1565608546743809863.jpg,640,480,robot,9,0,100,412
1252.jpg,640,480,robot,204,196,339,398
8646.jpg,640,480,robot,107,4,275,418
7846.jpg,640,480,robot,522,16,636,334
1565609145140767007.jpg,640,480,robot,45,276,146,471
frame0310.png,640,360,robot,408,118,459,244
frame0501.png,640,360,robot,232,65,278,161
frame0486.png,640,360,robot,241,69,287,165
1565608615644647490.jpg,640,480,robot,128,45,271,367
0372.jpg,640,480,robot,412,35,529,283
test_nagoya_game_a_00647.png,800,600,robot,362,124,423,254
4342.jpg,640,480,robot,268,74,461,472
test_nagoya_game_a_00538.png,800,600,robot,451,44,477,99
1565608593743928705.jpg,640,480,robot,261,37,391,374
1565608778010818417.jpg,640,480,robot,390,15,512,382
0728.jpg,640,480,robot,252,59,501,480
5063.jpg,640,480,robot,411,83,635,471
1565609206908417656.jpg,640,480,robot,272,135,379,375
1565608492007960255.jpg,640,480,robot,399,64,540,390
1565609102463777749.jpg,640,480,robot,302,0,395,355
0305.jpg,640,480,robot,310,58,514,415
1565608626177285085.jpg,640,480,robot,505,14,619,405
1565608491007465691.jpg,640,480,robot,407,40,556,434
test_nagoya_game_d_00189.png,800,600,robot,703,90,730,141
1565609261040056830.jpg,640,480,robot,169,40,269,225
1592.jpg,640,480,robot,436,136,599,480
1565609240163906687.jpg,640,480,robot,215,33,530,446
sequences_euro_ball_robot_1_a_00018.png,800,600,robot,183,135,235,203
8194.jpg,640,480,robot,460,15,609,348
2323.jpg,640,480,robot,449,44,571,317
frame0095.png,640,360,robot,446,120,484,198
test_nagoya_game_b_00072.png,800,600,robot,483,182,545,316
7719.jpg,640,480,robot,474,51,634,444
1475.jpg,640,480,robot,158,160,324,456
1628.jpg,640,480,robot,522,150,640,480
test_nagoya_game_a_00460.png,800,600,robot,765,0,795,19
frame0609.png,640,360,robot,509,117,552,198
1565608459855690820.jpg,640,480,robot,244,17,408,405
0203.jpg,640,480,robot,355,105,516,473
3091.jpg,640,480,robot,222,48,351,411
frame0723.png,640,360,robot,458,88,505,172
frame0236.png,640,360,robot,247,94,272,136
1565608352308592277.jpg,640,480,robot,138,48,274,411
1565608470975531324.jpg,640,480,robot,3,38,168,391
frame0459.png,640,360,robot,364,102,397,161
test_nagoya_game_a_00068.png,800,600,robot,538,42,562,96
frame0702.png,640,360,robot,55,82,85,128
test_nagoya_game_d_00293.png,800,600,robot,329,285,371,377
1565608594376005513.jpg,640,480,robot,261,37,391,374
1565608561043306224.jpg,640,480,robot,297,0,401,403
8440.jpg,640,480,robot,254,60,419,430
1565608349975837965.jpg,640,480,robot,170,41,300,423
frame0393.png,640,360,robot,448,94,492,204
0716.jpg,640,480,robot,244,0,478,354
1565608597275318560.jpg,640,480,robot,188,35,333,354
1565608542275845212.jpg,640,480,robot,75,36,230,373
4989.jpg,640,480,robot,408,88,621,464
2700.jpg,640,480,robot,336,52,457,369
1565608492343442479.jpg,640,480,robot,407,62,544,397
1565608388448366880.jpg,640,480,robot,572,0,634,426
1565609113839493451.jpg,640,480,robot,309,0,400,376
1565609280767786827.jpg,640,480,robot,196,84,307,344
6686.jpg,640,480,robot,353,29,519,410
1565608610777130922.jpg,640,480,robot,0,0,66,398
1565609253079355386.jpg,640,480,robot,190,0,388,296
1565608362708995018.jpg,640,480,robot,8,41,144,424
1565609269215519862.jpg,640,480,robot,359,61,419,249
1565609159440548101.jpg,640,480,robot,290,88,379,269
frame0265.png,640,360,robot,610,78,639,135
test_nagoya_game_b_00078.png,800,600,robot,642,208,682,272
sequences_euro_ball_robot_1_b_00329.png,800,600,robot,1,224,13,368
test_nagoya_game_b_00085.png,800,600,robot,624,226,666,288
frame0261.png,640,360,robot,564,64,599,117
1565609148808007092.jpg,640,480,robot,352,65,444,254
0333.jpg,640,480,robot,373,62,497,281
test_nagoya_game_c_00333.png,800,600,robot,42,5,225,53
6699.jpg,640,480,robot,367,62,533,413
1431.jpg,640,480,robot,363,63,465,263
test_nagoya_game_a_00673.png,800,600,robot,701,96,737,147
1565608782444114179.jpg,640,480,robot,560,18,640,379
1565609101135614396.jpg,640,480,robot,302,0,396,358
1565608676543901754.jpg,640,480,robot,45,12,164,376
1565608598308033536.jpg,640,480,robot,159,24,296,364
1565608768044204303.jpg,640,480,robot,8,8,95,389
test_nagoya_game_b_00015.png,800,600,robot,505,82,581,210
1565608353207455574.jpg,640,480,robot,134,17,269,419
1565608617644619750.jpg,640,480,robot,222,25,358,369
1565609187939926150.jpg,640,480,robot,340,36,435,232
2983.jpg,640,480,robot,227,70,353,393
test_nagoya_game_a_00359.png,800,600,robot,150,254,217,381
1565609099711314045.jpg,640,480,robot,292,0,387,364
frame0272.png,640,360,robot,594,74,635,158
1211.jpg,640,480,robot,49,6,183,259
1565609298783826476.jpg,640,480,robot,166,13,249,340
1565609229171962957.jpg,640,480,robot,83,33,455,480
1565608358207854448.jpg,640,480,robot,16,40,170,418
1565608381243857427.jpg,640,480,robot,409,26,555,386
1565609282267874685.jpg,640,480,robot,209,52,293,341
1565609099463308737.jpg,640,480,robot,289,0,387,362
1565608756477599758.jpg,640,480,robot,144,0,266,396
1941.jpg,640,480,robot,233,82,435,472
0369.jpg,640,480,robot,408,30,519,283
1804.jpg,640,480,robot,309,107,406,333
0316.jpg,640,480,robot,313,73,528,422
9146.jpg,640,480,robot,125,6,276,327
test_nagoya_game_a_00314.png,800,600,robot,286,234,341,361
test_nagoya_game_b_00191.png,800,600,robot,340,176,376,234
1628.jpg,640,480,robot,224,178,353,439
1565608464043935265.jpg,640,480,robot,173,29,334,399
test_nagoya_game_b_00092.png,800,600,robot,618,240,660,302
1565608380008144284.jpg,640,480,robot,325,8,459,396
test_nagoya_game_b_00226.png,800,600,robot,350,76,388,138
test_nagoya_game_b_00250.png,800,600,robot,378,10,416,72
frame0465.png,640,360,robot,259,76,308,171
1565608612377525295.jpg,640,480,robot,8,27,154,358
test_nagoya_game_b_00265.png,800,600,robot,110,0,170,104
test_nagoya_game_d_00284.png,800,600,robot,486,182,508,227
test_nagoya_game_a_00616.png,800,600,robot,112,124,181,251
8784.jpg,640,480,robot,396,2,533,344
1565608359275771561.jpg,640,480,robot,5,29,152,394
7096.jpg,640,480,robot,284,70,436,420
1565608471611506206.jpg,640,480,robot,5,35,146,382
1565608663910698475.jpg,640,480,robot,109,0,223,360
1565609244871774201.jpg,640,480,robot,315,24,519,480
9170.jpg,640,480,robot,192,10,315,256
test_nagoya_game_a_00349.png,800,600,robot,531,312,563,359
test_nagoya_game_a_00069.png,800,600,robot,582,58,641,202
1565609143476017543.jpg,640,480,robot,167,197,257,403
frame0677.png,640,360,robot,72,80,102,124
1333.jpg,640,480,robot,194,83,262,240
1565609253287278201.jpg,640,480,robot,162,0,397,364
8185.jpg,640,480,robot,405,17,553,324
test_nagoya_game_d_00204.png,800,600,robot,727,28,754,79
7311.jpg,640,480,robot,388,86,523,405
1565609277499905595.jpg,640,480,robot,378,81,474,271
2606.jpg,640,480,robot,294,192,403,480
1565608780044192514.jpg,640,480,robot,443,11,555,397
1145.jpg,640,480,robot,128,11,284,268
4563.jpg,640,480,robot,196,47,388,439
1565609283999959133.jpg,640,480,robot,202,76,297,376
9366.jpg,640,480,robot,403,0,570,319
frame0294.png,640,360,robot,393,91,417,132
frame0135.png,640,360,robot,261,129,287,168
test_nagoya_game_a_00683.png,800,600,robot,711,112,747,163
1565609136548196728.jpg,640,480,robot,332,21,414,228
1565608463103832638.jpg,640,480,robot,191,18,351,403
test_nagoya_game_a_00133.png,800,600,robot,174,106,259,279
1565609132755815806.jpg,640,480,robot,388,10,484,206
1565608495343300188.jpg,640,480,robot,554,0,624,422
1565609150408309285.jpg,640,480,robot,212,7,299,222
0404.jpg,640,480,robot,402,31,530,319
test_nagoya_game_b_00001.png,800,600,robot,457,102,541,230
5232.jpg,640,480,robot,291,69,444,420
2648.jpg,640,480,robot,294,191,403,480
2743.jpg,640,480,robot,206,48,358,424
3729.jpg,640,480,robot,309,98,465,446
1565608619578099957.jpg,640,480,robot,268,0,390,415
1565608459563859210.jpg,640,480,robot,243,21,410,403
2618.jpg,640,480,robot,295,194,402,480
1565608689911041745.jpg,640,480,robot,505,31,626,400
1565608622377407857.jpg,640,480,robot,391,0,508,391
0756.jpg,640,480,robot,235,73,460,480
1565608614977709167.jpg,640,480,robot,110,29,248,364
test_nagoya_game_d_00121.png,800,600,robot,75,240,100,301
test_nagoya_game_b_00177.png,800,600,robot,344,230,382,288
1565608597378294963.jpg,640,480,robot,183,38,328,362
test_nagoya_game_b_00108.png,800,600,robot,234,250,308,396
1565608677777503997.jpg,640,480,robot,81,5,210,373
test_nagoya_game_b_00129.png,800,600,robot,144,250,222,400
1835.jpg,640,480,robot,273,79,425,399
3183.jpg,640,480,robot,163,94,320,451
0161.jpg,640,480,robot,129,99,286,351
8186.jpg,640,480,robot,407,35,567,320
7309.jpg,640,480,robot,388,88,523,403
4970.jpg,640,480,robot,426,84,640,472
1565608779044293617.jpg,640,480,robot,422,13,535,383
7754.jpg,640,480,robot,453,38,623,373
1565608465244076622.jpg,640,480,robot,131,30,299,402
0035.jpg,640,480,robot,346,95,546,470
1565608688277489943.jpg,640,480,robot,480,22,597,402
0308.jpg,640,480,robot,320,60,516,411
6500.jpg,640,480,robot,409,65,588,409
0464.jpg,640,480,robot,379,28,556,455
7312.jpg,640,480,robot,388,86,523,405
test_nagoya_game_d_00293.png,800,600,robot,91,234,118,287
3639.jpg,640,480,robot,302,78,479,428
1565609272800274012.jpg,640,480,robot,217,93,279,283
1565609172175935875.jpg,640,480,robot,527,102,614,295
test_nagoya_game_d_00435.png,800,600,robot,14,28,100,236
7336.jpg,640,480,robot,348,78,494,387
1312.jpg,640,480,robot,65,41,198,243
1565608604607941974.jpg,640,480,robot,1,0,86,401
1565609257248211919.jpg,640,480,robot,174,62,278,289
frame0693.png,640,360,robot,273,94,303,149
1565609278232346993.jpg,640,480,robot,296,78,389,273
1565609124839922429.jpg,640,480,robot,151,6,237,229
7902.jpg,640,480,robot,532,16,640,334
frame0572.png,640,360,robot,437,0,570,338
test_nagoya_game_b_00218.png,800,600,robot,0,68,56,224
1565609218107995955.jpg,640,480,robot,342,89,579,471
1442.jpg,640,480,robot,453,135,549,350
test_nagoya_game_b_00187.png,800,600,robot,0,148,30,310
7206.jpg,640,480,robot,381,89,501,407
frame0593.png,640,360,robot,466,125,522,212
test_nagoya_game_d_00151.png,800,600,robot,579,220,602,267
1565609271048539392.jpg,640,480,robot,388,0,453,187
2752.jpg,640,480,robot,254,50,412,428
5002.jpg,640,480,robot,412,92,624,465
1565608783343992928.jpg,640,480,robot,588,0,638,405
0971.jpg,640,480,robot,172,92,511,463
1565609289383453677.jpg,640,480,robot,185,98,280,387
0179.jpg,640,480,robot,400,102,590,462
2725.jpg,640,480,robot,280,42,421,395
1565608685577014500.jpg,640,480,robot,397,1,494,398
test_nagoya_game_d_00437.png,800,600,robot,191,10,217,60
3411.jpg,640,480,robot,13,60,269,480
1565608669812454123.jpg,640,480,robot,2,0,66,356
test_nagoya_game_a_00461.png,800,600,robot,340,0,395,83
8314.jpg,640,480,robot,494,21,632,465
1565608560607913203.jpg,640,480,robot,264,15,383,418
1565609150307319669.jpg,640,480,robot,204,5,301,212
test_nagoya_game_a_00125.png,800,600,robot,506,158,565,301
1565608459771890470.jpg,640,480,robot,241,21,407,404
1565608676177625413.jpg,640,480,robot,28,0,145,380
4287.jpg,640,480,robot,492,55,636,440
1785.jpg,640,480,robot,306,108,404,331
1565608464344252152.jpg,640,480,robot,173,32,333,389
4511.jpg,640,480,robot,204,58,409,427
test_nagoya_game_c_00157.png,800,600,robot,5,0,97,65
1565608756177463058.jpg,640,480,robot,155,0,283,390
6820.jpg,640,480,robot,375,49,525,446
1565608366175942936.jpg,640,480,robot,5,19,75,444
0832.jpg,640,480,robot,344,7,521,333
1667.jpg,640,480,robot,269,113,386,400
1565608536575812951.jpg,640,480,robot,245,0,355,414
test_nagoya_game_d_00258.png,800,600,robot,427,129,469,225
1565608611277948127.jpg,640,480,robot,0,0,72,408
6198.jpg,640,480,robot,455,88,555,377
frame0180.png,640,360,robot,283,106,309,149
1831.jpg,640,480,robot,279,105,416,421
1565608350410851105.jpg,640,480,robot,156,38,289,427
6598.jpg,640,480,robot,410,94,592,459
frame0449.png,640,360,robot,193,114,218,156
frame0505.png,640,360,robot,230,64,274,159
1565609183307990680.jpg,640,480,robot,242,119,330,302
1565608461231313506.jpg,640,480,robot,244,25,410,402
1238.jpg,640,480,robot,188,115,312,336
7025.jpg,640,480,robot,130,64,293,441
test_nagoya_game_c_00323.png,800,600,robot,278,0,319,53
1565608691277375636.jpg,640,480,robot,547,1,640,388
1565609256788003775.jpg,640,480,robot,180,57,289,328
1565609150107933613.jpg,640,480,robot,209,35,298,237
3560.jpg,640,480,robot,228,87,433,465
frame0306.png,640,360,robot,425,105,451,160
test_nagoya_game_a_00533.png,800,600,robot,28,0,93,139
frame0624.png,640,360,robot,84,84,112,129
1565608469075478998.jpg,640,480,robot,18,31,195,400
frame0587.png,640,360,robot,0,33,32,97
1565608658944053796.jpg,640,480,robot,238,0,343,367
7108.jpg,640,480,robot,364,81,491,415
frame0159.png,640,360,robot,173,110,202,165
0024.jpg,640,480,robot,345,94,546,470
1565608561507817557.jpg,640,480,robot,306,22,434,365
5790.jpg,640,480,robot,236,88,433,468
5660.jpg,640,480,robot,287,93,509,468
1565609295847979365.jpg,640,480,robot,144,74,244,360
9527.jpg,640,480,robot,355,2,543,333
sequences_euro_ball_robot_1_b_00232.png,800,600,robot,503,126,577,258
sequences_euro_ball_robot_1_a_00045.png,800,600,robot,521,149,587,270
6296.jpg,640,480,robot,443,78,556,375
5485.jpg,640,480,robot,359,82,522,412
1565608461395726907.jpg,640,480,robot,244,22,410,404
1565608677111350078.jpg,640,480,robot,74,0,189,380
4765.jpg,640,480,robot,319,100,530,463
1565608473607836263.jpg,640,480,robot,3,0,74,437
test_nagoya_game_d_00169.png,800,600,robot,554,248,595,340
8640.jpg,640,480,robot,160,52,320,435
4834.jpg,640,480,robot,427,48,553,412
5438.jpg,640,480,robot,307,61,465,431
test_nagoya_game_a_00373.png,800,600,robot,204,224,261,347
1565608668310603711.jpg,640,480,robot,7,6,109,353
1565609108212324169.jpg,640,480,robot,311,0,398,349
1565608540040153044.jpg,640,480,robot,133,21,273,376
1565609279232661071.jpg,640,480,robot,178,80,289,304
1565609109132006585.jpg,640,480,robot,296,0,402,353
test_nagoya_game_a_00428.png,800,600,robot,590,67,643,204
1565609273531902331.jpg,640,480,robot,196,100,259,264
7618.jpg,640,480,robot,452,32,640,450
1565608622277782247.jpg,640,480,robot,389,3,506,388
1565609195507992306.jpg,640,480,robot,257,89,357,302
4661.jpg,640,480,robot,122,68,293,432
1565608539640089963.jpg,640,480,robot,149,30,282,386
sequences_euro_ball_robot_1_a_00088.png,800,600,robot,576,196,635,272
1565608554543804744.jpg,640,480,robot,3,0,49,417
6956.jpg,640,480,robot,332,83,495,472
0846.jpg,640,480,robot,3,52,148,445
7518.jpg,640,480,robot,200,20,425,388
test_nagoya_game_d_00225.png,800,600,robot,363,34,388,91
2511.jpg,640,480,robot,320,209,427,466
frame0649.png,640,360,robot,503,112,553,198
4320.jpg,640,480,robot,380,86,597,479
1565609238911867624.jpg,640,480,robot,108,56,520,480
1565609227835858915.jpg,640,480,robot,115,26,444,457
5174.jpg,640,480,robot,414,53,640,425
test_nagoya_game_d_00188.png,800,600,robot,574,168,615,260
1252.jpg,640,480,robot,201,185,327,404
test_nagoya_game_a_00372.png,800,600,robot,200,228,257,351
1565609177139862039.jpg,640,480,robot,256,117,327,302
0679.jpg,640,480,robot,264,12,470,394
1565608536507848787.jpg,640,480,robot,245,0,355,414
1300.jpg,640,480,robot,59,42,182,255
1565608666510341744.jpg,640,480,robot,26,6,150,376
1565609131132050776.jpg,640,480,robot,178,11,275,202
6677.jpg,640,480,robot,384,69,556,439
2819.jpg,640,480,robot,121,71,279,427
2134.jpg,640,480,robot,412,71,617,389
test_nagoya_game_a_00646.png,800,600,robot,549,118,583,169
1650.jpg,640,480,robot,308,73,436,358
1866.jpg,640,480,robot,428,0,592,175
0579.jpg,640,480,robot,504,0,634,356
test_nagoya_game_d_00167.png,800,600,robot,546,254,587,346
1565609233828097022.jpg,640,480,robot,258,0,553,299
1565609157440018774.jpg,640,480,robot,81,93,177,298
1565609212775913952.jpg,640,480,robot,92,92,194,393
1565609240248047081.jpg,640,480,robot,203,9,551,465
2247.jpg,640,480,robot,367,16,494,283
8386.jpg,640,480,robot,63,27,317,453
test_nagoya_game_a_00679.png,800,600,robot,532,92,599,220
1565609132131955877.jpg,640,480,robot,305,16,390,222
1565609149239905142.jpg,640,480,robot,301,78,395,263
0197.jpg,640,480,robot,357,96,526,480
1565609181276933007.jpg,640,480,robot,368,117,460,319
9071.jpg,640,480,robot,361,87,584,471
1260.jpg,640,480,robot,183,118,300,339
1763.jpg,640,480,robot,300,69,392,305
1565609140511770990.jpg,640,480,robot,489,187,588,397
1565608754311134259.jpg,640,480,robot,208,0,331,376
1565609297847765892.jpg,640,480,robot,167,22,257,337
0017.jpg,640,480,robot,345,94,546,470
5649.jpg,640,480,robot,318,92,576,466
6832.jpg,640,480,robot,372,58,522,442
1529.jpg,640,480,robot,91,133,354,472
1565608468175937687.jpg,640,480,robot,62,36,240,390
frame0584.png,640,360,robot,344,101,383,155
1565609247539364965.jpg,640,480,robot,325,0,520,295
6226.jpg,640,480,robot,452,87,554,378
5382.jpg,640,480,robot,331,61,495,405
6461.jpg,640,480,robot,509,82,634,425
test_nagoya_game_a_00066.png,800,600,robot,278,14,367,201
test_nagoya_game_b_00094.png,800,600,robot,262,216,336,358
test_nagoya_game_d_00223.png,800,600,robot,369,42,394,99
9484.jpg,640,480,robot,393,0,568,318
test_nagoya_game_a_00016.png,800,600,robot,184,0,283,159
1565608493343319554.jpg,640,480,robot,428,55,579,407
frame0386.png,640,360,robot,448,94,492,204
7026.jpg,640,480,robot,123,68,289,439
frame0471.png,640,360,robot,253,66,295,161
1565609215879880451.jpg,640,480,robot,467,75,637,480
9560.jpg,640,480,robot,321,3,531,325
sequences_euro_ball_robot_1_c_00053.png,800,600,robot,114,55,180,206
sequences_euro_ball_robot_1_b_00235.png,800,600,robot,203,138,266,274
1247.jpg,640,480,robot,290,176,347,331
1565608565419000656.jpg,640,480,robot,536,29,631,438
1757.jpg,640,480,robot,298,51,394,294
1565609127131956497.jpg,640,480,robot,153,10,237,223
1565608663143772869.jpg,640,480,robot,144,0,253,377
frame0063.png,640,360,robot,386,143,426,213
4433.jpg,640,480,robot,195,46,390,430
frame0376.png,640,360,robot,443,94,487,205
1565608780344105011.jpg,640,480,robot,465,44,594,380
1746.jpg,640,480,robot,276,53,368,297
frame0647.png,640,360,robot,78,79,108,126
1565609140908037670.jpg,640,480,robot,523,197,629,402
test_nagoya_game_a_00462.png,800,600,robot,765,0,795,15
test_nagoya_game_b_00003.png,800,600,robot,461,96,549,224
3375.jpg,640,480,robot,257,66,387,365
test_nagoya_game_a_00267.png,800,600,robot,286,34,351,171
test_nagoya_game_a_00619.png,800,600,robot,180,72,243,199
1565608471843885610.jpg,640,480,robot,9,25,133,385
4597.jpg,640,480,robot,177,35,363,393
1565608678144138347.jpg,640,480,robot,97,0,212,384
1565609293547653440.jpg,640,480,robot,274,89,386,361
sequences_euro_ball_robot_1_b_00238.png,800,600,robot,497,146,571,278
test_nagoya_game_d_00431.png,800,600,robot,4,18,90,226
1565608616077934620.jpg,640,480,robot,136,40,279,382
0384.jpg,640,480,robot,262,66,422,442
8164.jpg,640,480,robot,344,7,482,356
1565609179207454365.jpg,640,480,robot,362,119,449,311
5669.jpg,640,480,robot,257,90,459,470
9352.jpg,640,480,robot,384,9,551,334
1565609219476201999.jpg,640,480,robot,304,71,526,480
1809.jpg,640,480,robot,312,106,403,341
5740.jpg,640,480,robot,253,64,485,375
7783.jpg,640,480,robot,518,36,640,351
sequences_euro_ball_robot_1_b_00256.png,800,600,robot,467,212,541,344
test_nagoya_game_a_00557.png,800,600,robot,286,106,337,246
4209.jpg,640,480,robot,341,55,454,340
frame0196.png,640,360,robot,175,99,204,154
1565608598839801982.jpg,640,480,robot,134,35,280,353
1293.jpg,640,480,robot,32,20,172,230
test_nagoya_game_b_00034.png,800,600,robot,340,68,404,220
test_nagoya_game_a_00641.png,800,600,robot,356,96,429,226
1565608359007942500.jpg,640,480,robot,12,46,149,419
1565609108087969199.jpg,640,480,robot,296,0,390,355
2514.jpg,640,480,robot,320,209,427,466
5954.jpg,640,480,robot,268,77,431,479
1565608377807315677.jpg,640,480,robot,176,58,322,432
6804.jpg,640,480,robot,366,43,517,450
test_nagoya_game_a_00541.png,800,600,robot,320,50,371,194
7807.jpg,640,480,robot,522,16,638,335
1565608758477341349.jpg,640,480,robot,71,44,209,372
5364.jpg,640,480,robot,353,67,520,421
1565609197879973137.jpg,640,480,robot,104,192,204,420
